CPU: ID 0x206a7, Processor Type 0x0, Family 0x6, Model 0x2a, Stepping 0x7
Northbridge: 8086:0104 (2nd generation (Sandy Bridge family) Core Processor (Mobile))
Southbridge: 8086:1c49 (HM65)
IGD: 8086:0126 (Intel(R) HD 3000 Graphics)

============= GPIOS =============

GPIOBASE = 0x0500 (IO)

gpiobase+0x0000: 0x39e3eddf (GPIO_USE_SEL)
gpiobase+0x0000: 0xb96ba1ff (GPIO_USE_SEL) DEFAULT
gpiobase+0x0000: 0x80884c20 (GPIO_USE_SEL) DIFF
gpiobase+0x0004: 0x86bde7de (GP_IO_SEL)
gpiobase+0x0004: 0xf6ff6eff (GP_IO_SEL) DEFAULT
gpiobase+0x0004: 0x70428921 (GP_IO_SEL) DIFF
gpiobase+0x0008: 0x00000000 (RESERVED)
gpiobase+0x000c: 0xe1f7f7de (GP_LVL)
gpiobase+0x000c: 0x02fe0100 (GP_LVL) DEFAULT
gpiobase+0x000c: 0xe309f6de (GP_LVL) DIFF
gpiobase+0x0010: 0x00000000 (RESERVED)
gpiobase+0x0014: 0x00000000 (RESERVED)
gpiobase+0x0018: 0x00000000 (GPO_BLINK)
gpiobase+0x0018: 0x00040000 (GPO_BLINK) DEFAULT
gpiobase+0x0018: 0x00040000 (GPO_BLINK) DIFF
gpiobase+0x001c: 0x00000000 (GP_SER_BLINK)
gpiobase+0x0020: 0x00080000 (GP_SB_CMDSTS)
gpiobase+0x0024: 0x00000000 (GP_SB_DATA)
gpiobase+0x0028: 0x0010     (GPI_NMI_EN)
gpiobase+0x0028: 0x0000     (GPI_NMI_EN) DEFAULT
gpiobase+0x0028: 0x0010     (GPI_NMI_EN) DIFF
gpiobase+0x002a: 0x0000     (GPI_NMI_STS)
gpiobase+0x002c: 0x00006cca (GPI_INV)
gpiobase+0x002c: 0x00000000 (GPI_INV) DEFAULT
gpiobase+0x002c: 0x00006cca (GPI_INV) DIFF
gpiobase+0x0030: 0x32ff50fe (GPIO_USE_SEL2)
gpiobase+0x0030: 0x020300fe (GPIO_USE_SEL2) DEFAULT
gpiobase+0x0030: 0x30fc5000 (GPIO_USE_SEL2) DIFF
gpiobase+0x0034: 0x0dddffc4 (GP_IO_SEL2)
gpiobase+0x0034: 0x1f57fff4 (GP_IO_SEL2) DEFAULT
gpiobase+0x0034: 0x128a0030 (GP_IO_SEL2) DIFF
gpiobase+0x0038: 0xfffcefc4 (GP_LVL2)
gpiobase+0x0038: 0xa4aa0007 (GP_LVL2) DEFAULT
gpiobase+0x0038: 0x5b56efc3 (GP_LVL2) DIFF
gpiobase+0x003c: 0x00000000 (RESERVED)
gpiobase+0x0040: 0x000007f0 (GPIO_USE_SEL3)
gpiobase+0x0040: 0x00000030 (GPIO_USE_SEL3) DEFAULT
gpiobase+0x0040: 0x000007c0 (GPIO_USE_SEL3) DIFF
gpiobase+0x0044: 0x00000820 (GP_IO_SEL3)
gpiobase+0x0044: 0x00000ff0 (GP_IO_SEL3) DEFAULT
gpiobase+0x0044: 0x000007d0 (GP_IO_SEL3) DIFF
gpiobase+0x0048: 0x00000eff (GPIO_LVL3)
gpiobase+0x0048: 0x000000c0 (GPIO_LVL3) DEFAULT
gpiobase+0x0048: 0x00000e3f (GPIO_LVL3) DIFF
gpiobase+0x004c: 0x00000000 (RESERVED)
gpiobase+0x0050: 0x00000000 (RESERVED)
gpiobase+0x0054: 0x00000000 (RESERVED)
gpiobase+0x0058: 0x00000000 (RESERVED)
gpiobase+0x005c: 0x00000000 (RESERVED)
gpiobase+0x0060: 0x41000000 (GP_RST_SEL1)
gpiobase+0x0060: 0x01000000 (GP_RST_SEL1) DEFAULT
gpiobase+0x0060: 0x40000000 (GP_RST_SEL1) DIFF
gpiobase+0x0064: 0x00000000 (GP_RST_SEL2)
gpiobase+0x0068: 0x00000000 (GP_RST_SEL3)
gpiobase+0x006c: 0x00000000 (RESERVED)
gpiobase+0x0070: 0x00000000 (RESERVED)
gpiobase+0x0074: 0x00000000 (RESERVED)
gpiobase+0x0078: 0x00000000 (RESERVED)
gpiobase+0x007c: 0x00000000 (RESERVED)



============= RCBA ==============

RCBA = 0xfed1c000 (MEM)

0x0050: 0x812a0654
0x0ba190: 0xffffffff
0x0ba194: 0xffffffff
0x0ba198: 0xffffffff
0x0ba19c: 0xffffffff
0x0ba1a0: 0xffffffff
0x0ba1a4: 0xffffffff
0x0ba1a8: 0xffffffff
0x0ba1ac: 0xffffffff
0x0ba1b0: 0xffffffff
0x0ba1b4: 0xffffffff
0x0ba1b8: 0xffffffff
0x0ba1bc: 0xffffffff
0x0ba1c0: 0xffffffff
0x0ba1c4: 0xffffffff
0x0ba1c8: 0xffffffff
0x0ba1cc: 0xffffffff
0x0ba1d0: 0xffffffff
0x0ba1d4: 0xffffffff
0x0ba1d8: 0xffffffff
0x0ba1dc: 0xffffffff
0x0ba1e0: 0xffffffff
0x0ba1e4: 0xffffffff
0x0ba1e8: 0xffffffff
0x0ba1ec: 0xffffffff
0x0ba1f0: 0xffffffff
0x0ba1f4: 0xffffffff
0x0ba1f8: 0xffffffff
0x0ba1fc: 0xffffffff
0x0ba200: 0xffffffff
0x0ba204: 0xffffffff
0x0ba208: 0xffffffff
0x0ba20c: 0xffffffff
0x0ba210: 0xffffffff
0x0ba214: 0xffffffff
0x0ba218: 0xffffffff
0x0ba21c: 0xffffffff
0x0ba220: 0xffffffff
0x0ba224: 0xffffffff
0x0ba228: 0xffffffff
0x0ba22c: 0xffffffff
0x0ba230: 0xffffffff
0x0ba234: 0xffffffff
0x0ba238: 0xffffffff
0x0ba23c: 0xffffffff
0x0ba240: 0xffffffff
0x0ba244: 0xffffffff
0x0ba248: 0xffffffff
0x0ba24c: 0xffffffff
0x0ba250: 0xffffffff
0x0ba254: 0xffffffff
0x0ba258: 0xffffffff
0x0ba25c: 0xffffffff
0x0ba260: 0xffffffff
0x0ba264: 0xffffffff
0x0ba268: 0xffffffff
0x0ba26c: 0xffffffff
0x0ba270: 0xffffffff
0x0ba274: 0xffffffff
0x0ba278: 0xffffffff
0x0ba27c: 0xffffffff
0x0ba280: 0xffffffff
0x0ba284: 0xffffffff
0x0ba288: 0xffffffff
0x0ba28c: 0xffffffff
0x0ba290: 0xffffffff
0x0ba294: 0xffffffff
0x0ba298: 0xffffffff
0x0ba29c: 0xffffffff
0x0ba2a0: 0xffffffff
0x0ba2a4: 0xffffffff
0x0ba2a8: 0xffffffff
0x0ba2ac: 0xffffffff
0x0ba2b0: 0xffffffff
0x0ba2b4: 0xffffffff
0x0ba2b8: 0xffffffff
0x0ba2bc: 0xffffffff
0x0ba2c0: 0xffffffff
0x0ba2c4: 0xffffffff
0x0ba2c8: 0xffffffff
0x0ba2cc: 0xffffffff
0x0ba2d0: 0xffffffff
0x0ba2d4: 0xffffffff
0x0ba2d8: 0xffffffff
0x0ba2dc: 0xffffffff
0x0ba2e0: 0xffffffff
0x0ba2e4: 0xffffffff
0x0ba2e8: 0xffffffff
0x0ba2ec: 0xffffffff
0x0ba2f0: 0xffffffff
0x0ba2f4: 0xffffffff
0x0ba2f8: 0xffffffff
0x0ba2fc: 0xffffffff
0x0ba300: 0xffffffff
0x0ba304: 0xffffffff
0x0ba308: 0xffffffff
0x0ba30c: 0xffffffff
0x0ba310: 0xffffffff
0x0ba314: 0xffffffff
0x0ba318: 0xffffffff
0x0ba31c: 0xffffffff
0x0ba320: 0xffffffff
0x0ba324: 0xffffffff
0x0ba328: 0xffffffff
0x0ba32c: 0xffffffff
0x0ba330: 0xffffffff
0x0ba334: 0xffffffff
0x0ba338: 0xffffffff
0x0ba33c: 0xffffffff
0x0ba340: 0xffffffff
0x0ba344: 0xffffffff
0x0ba348: 0xffffffff
0x0ba34c: 0xffffffff
0x0ba350: 0xffffffff
0x0ba354: 0xffffffff
0x0ba358: 0xffffffff
0x0ba35c: 0xffffffff
0x0ba360: 0xffffffff
0x0ba364: 0xffffffff
0x0ba368: 0xffffffff
0x0ba36c: 0xffffffff
0x0ba370: 0xffffffff
0x0ba374: 0xffffffff
0x0ba378: 0xffffffff
0x0ba37c: 0xffffffff
0x0ba380: 0xffffffff
0x0ba384: 0xffffffff
0x0ba388: 0xffffffff
0x0ba38c: 0xffffffff
0x0ba390: 0xffffffff
0x0ba394: 0xffffffff
0x0ba398: 0xffffffff
0x0ba39c: 0xffffffff
0x0ba3a0: 0xffffffff
0x0ba3a4: 0xffffffff
0x0ba3a8: 0xffffffff
0x0ba3ac: 0xffffffff
0x0ba3b0: 0xffffffff
0x0ba3b4: 0xffffffff
0x0ba3b8: 0xffffffff
0x0ba3bc: 0xffffffff
0x0ba3c0: 0xffffffff
0x0ba3c4: 0xffffffff
0x0ba3c8: 0xffffffff
0x0ba3cc: 0xffffffff
0x0ba3d0: 0xffffffff
0x0ba3d4: 0xffffffff
0x0ba3d8: 0xffffffff
0x0ba3dc: 0xffffffff
0x0ba3e0: 0xffffffff
0x0ba3e4: 0xffffffff
0x0ba3e8: 0xffffffff
0x0ba3ec: 0xffffffff
0x0ba3f0: 0xffffffff
0x0ba3f4: 0xffffffff
0x0ba3f8: 0xffffffff
0x0ba3fc: 0xffffffff
0x0ba400: 0xffffffff
0x0ba404: 0xffffffff
0x0ba408: 0xffffffff
0x0ba40c: 0xffffffff
0x0ba410: 0xffffffff
0x0ba414: 0xffffffff
0x0ba418: 0xffffffff
0x0ba41c: 0xffffffff
0x0ba420: 0xffffffff
0x0ba424: 0xffffffff
0x0ba428: 0xffffffff
0x0ba42c: 0xffffffff
0x0ba430: 0xffffffff
0x0ba434: 0xffffffff
0x0ba438: 0xffffffff
0x0ba43c: 0xffffffff
0x0ba440: 0xffffffff
0x0ba444: 0xffffffff
0x0ba448: 0xffffffff
0x0ba44c: 0xffffffff
0x0ba450: 0xffffffff
0x0ba454: 0xffffffff
0x0ba458: 0xffffffff
0x0ba45c: 0xffffffff
0x0ba460: 0xffffffff
0x0ba464: 0xffffffff
0x0ba468: 0xffffffff
0x0ba46c: 0xffffffff
0x0ba470: 0xffffffff
0x0ba474: 0xffffffff
0x0ba478: 0xffffffff
0x0ba47c: 0xffffffff
0x0ba480: 0xffffffff
0x0ba484: 0xffffffff
0x0ba488: 0xffffffff
0x0ba48c: 0xffffffff
0x0ba490: 0xffffffff
0x0ba494: 0xffffffff
0x0ba498: 0xffffffff
0x0ba49c: 0xffffffff
0x0ba4a0: 0xffffffff
0x0ba4a4: 0xffffffff
0x0ba4a8: 0xffffffff
0x0ba4ac: 0xffffffff
0x0ba4b0: 0xffffffff
0x0ba4b4: 0xffffffff
0x0ba4b8: 0xffffffff
0x0ba4bc: 0xffffffff
0x0ba4c0: 0xffffffff
0x0ba4c4: 0xffffffff
0x0ba4c8: 0xffffffff
0x0ba4cc: 0xffffffff
0x0ba4d0: 0xffffffff
0x0ba4d4: 0xffffffff
0x0ba4d8: 0xffffffff
0x0ba4dc: 0xffffffff
0x0ba4e0: 0xffffffff
0x0ba4e4: 0xffffffff
0x0ba4e8: 0xffffffff
0x0ba4ec: 0xffffffff
0x0ba4f0: 0xffffffff
0x0ba4f4: 0xffffffff
0x0ba4f8: 0xffffffff
0x0ba4fc: 0xffffffff
0x0ba500: 0xffffffff
0x0ba504: 0xffffffff
0x0ba508: 0xffffffff
0x0ba50c: 0xffffffff
0x0ba510: 0xffffffff
0x0ba514: 0xffffffff
0x0ba518: 0xffffffff
0x0ba51c: 0xffffffff
0x0ba520: 0xffffffff
0x0ba524: 0xffffffff
0x0ba528: 0xffffffff
0x0ba52c: 0xffffffff
0x0ba530: 0xffffffff
0x0ba534: 0xffffffff
0x0ba538: 0xffffffff
0x0ba53c: 0xffffffff
0x0ba540: 0xffffffff
0x0ba544: 0xffffffff
0x0ba548: 0xffffffff
0x0ba54c: 0xffffffff
0x0ba550: 0xffffffff
0x0ba554: 0xffffffff
0x0ba558: 0xffffffff
0x0ba55c: 0xffffffff
0x0ba560: 0xffffffff
0x0ba564: 0xffffffff
0x0ba568: 0xffffffff
0x0ba56c: 0xffffffff
0x0ba570: 0xffffffff
0x0ba574: 0xffffffff
0x0ba578: 0xffffffff
0x0ba57c: 0xffffffff
0x0ba580: 0xffffffff
0x0ba584: 0xffffffff
0x0ba588: 0xffffffff
0x0ba58c: 0xffffffff
0x0ba590: 0xffffffff
0x0ba594: 0xffffffff
0x0ba598: 0xffffffff
0x0ba59c: 0xffffffff
0x0ba5a0: 0xffffffff
0x0ba5a4: 0xffffffff
0x0ba5a8: 0xffffffff
0x0ba5ac: 0xffffffff
0x0ba5b0: 0xffffffff
0x0ba5b4: 0xffffffff
0x0ba5b8: 0xffffffff
0x0ba5bc: 0xffffffff
0x0ba5c0: 0xffffffff
0x0ba5c4: 0xffffffff
0x0ba5c8: 0xffffffff
0x0ba5cc: 0xffffffff
0x0ba5d0: 0xffffffff
0x0ba5d4: 0xffffffff
0x0ba5d8: 0xffffffff
0x0ba5dc: 0xffffffff
0x0ba5e0: 0xffffffff
0x0ba5e4: 0xffffffff
0x0ba5e8: 0xffffffff
0x0ba5ec: 0xffffffff
0x0ba5f0: 0xffffffff
0x0ba5f4: 0xffffffff
0x0ba5f8: 0xffffffff
0x0ba5fc: 0xffffffff
0x0ba600: 0xffffffff
0x0ba604: 0xffffffff
0x0ba608: 0xffffffff
0x0ba60c: 0xffffffff
0x0ba610: 0xffffffff
0x0ba614: 0xffffffff
0x0ba618: 0xffffffff
0x0ba61c: 0xffffffff
0x0ba620: 0xffffffff
0x0ba624: 0xffffffff
0x0ba628: 0xffffffff
0x0ba62c: 0xffffffff
0x0ba630: 0xffffffff
0x0ba634: 0xffffffff
0x0ba638: 0xffffffff
0x0ba63c: 0xffffffff
0x0ba640: 0xffffffff
0x0ba644: 0xffffffff
0x0ba648: 0xffffffff
0x0ba64c: 0xffffffff
0x0ba650: 0xffffffff
0x0ba654: 0xffffffff
0x0ba658: 0xffffffff
0x0ba65c: 0xffffffff
0x0ba660: 0xffffffff
0x0ba664: 0xffffffff
0x0ba668: 0xffffffff
0x0ba66c: 0xffffffff
0x0ba670: 0xffffffff
0x0ba674: 0xffffffff
0x0ba678: 0xffffffff
0x0ba67c: 0xffffffff
0x0ba680: 0xffffffff
0x0ba684: 0xffffffff
0x0ba688: 0xffffffff
0x0ba68c: 0xffffffff
0x0ba690: 0xffffffff
0x0ba694: 0xffffffff
0x0ba698: 0xffffffff
0x0ba69c: 0xffffffff
0x0ba6a0: 0xffffffff
0x0ba6a4: 0xffffffff
0x0ba6a8: 0xffffffff
0x0ba6ac: 0xffffffff
0x0ba6b0: 0xffffffff
0x0ba6b4: 0xffffffff
0x0ba6b8: 0xffffffff
0x0ba6bc: 0xffffffff
0x0ba6c0: 0xffffffff
0x0ba6c4: 0xffffffff
0x0ba6c8: 0xffffffff
0x0ba6cc: 0xffffffff
0x0ba6d0: 0xffffffff
0x0ba6d4: 0xffffffff
0x0ba6d8: 0xffffffff
0x0ba6dc: 0xffffffff
0x0ba6e0: 0xffffffff
0x0ba6e4: 0xffffffff
0x0ba6e8: 0xffffffff
0x0ba6ec: 0xffffffff
0x0ba6f0: 0xffffffff
0x0ba6f4: 0xffffffff
0x0ba6f8: 0xffffffff
0x0ba6fc: 0xffffffff
0x0ba700: 0xffffffff
0x0ba704: 0xffffffff
0x0ba708: 0xffffffff
0x0ba70c: 0xffffffff
0x0ba710: 0xffffffff
0x0ba714: 0xffffffff
0x0ba718: 0xffffffff
0x0ba71c: 0xffffffff
0x0ba720: 0xffffffff
0x0ba724: 0xffffffff
0x0ba728: 0xffffffff
0x0ba72c: 0xffffffff
0x0ba730: 0xffffffff
0x0ba734: 0xffffffff
0x0ba738: 0xffffffff
0x0ba73c: 0xffffffff
0x0ba740: 0xffffffff
0x0ba744: 0xffffffff
0x0ba748: 0xffffffff
0x0ba74c: 0xffffffff
0x0ba750: 0xffffffff
0x0ba754: 0xffffffff
0x0ba758: 0xffffffff
0x0ba75c: 0xffffffff
0x0ba760: 0xffffffff
0x0ba764: 0xffffffff
0x0ba768: 0xffffffff
0x0ba76c: 0xffffffff
0x0ba770: 0xffffffff
0x0ba774: 0xffffffff
0x0ba778: 0xffffffff
0x0ba77c: 0xffffffff
0x0ba780: 0xffffffff
0x0ba784: 0xffffffff
0x0ba788: 0xffffffff
0x0ba78c: 0xffffffff
0x0ba790: 0xffffffff
0x0ba794: 0xffffffff
0x0ba798: 0xffffffff
0x0ba79c: 0xffffffff
0x0ba7a0: 0xffffffff
0x0ba7a4: 0xffffffff
0x0ba7a8: 0xffffffff
0x0ba7ac: 0xffffffff
0x0ba7b0: 0xffffffff
0x0ba7b4: 0xffffffff
0x0ba7b8: 0xffffffff
0x0ba7bc: 0xffffffff
0x0ba7c0: 0xffffffff
0x0ba7c4: 0xffffffff
0x0ba7c8: 0xffffffff
0x0ba7cc: 0xffffffff
0x0ba7d0: 0xffffffff
0x0ba7d4: 0xffffffff
0x0ba7d8: 0xffffffff
0x0ba7dc: 0xffffffff
0x0ba7e0: 0xffffffff
0x0ba7e4: 0xffffffff
0x0ba7e8: 0xffffffff
0x0ba7ec: 0xffffffff
0x0ba7f0: 0xffffffff
0x0ba7f4: 0xffffffff
0x0ba7f8: 0xffffffff
0x0ba7fc: 0xffffffff
0x0ba800: 0xffffffff
0x0ba804: 0xffffffff
0x0ba808: 0xffffffff
0x0ba80c: 0xffffffff
0x0ba810: 0xffffffff
0x0ba814: 0xffffffff
0x0ba818: 0xffffffff
0x0ba81c: 0xffffffff
0x0ba820: 0xffffffff
0x0ba824: 0xffffffff
0x0ba828: 0xffffffff
0x0ba82c: 0xffffffff
0x0ba830: 0xffffffff
0x0ba834: 0xffffffff
0x0ba838: 0xffffffff
0x0ba83c: 0xffffffff
0x0ba840: 0xffffffff
0x0ba844: 0xffffffff
0x0ba848: 0xffffffff
0x0ba84c: 0xffffffff
0x0ba850: 0xffffffff
0x0ba854: 0xffffffff
0x0ba858: 0xffffffff
0x0ba85c: 0xffffffff
0x0ba860: 0xffffffff
0x0ba864: 0xffffffff
0x0ba868: 0xffffffff
0x0ba86c: 0xffffffff
0x0ba870: 0xffffffff
0x0ba874: 0xffffffff
0x0ba878: 0xffffffff
0x0ba87c: 0xffffffff
0x0ba880: 0xffffffff
0x0ba884: 0xffffffff
0x0ba888: 0xffffffff
0x0ba88c: 0xffffffff
0x0ba890: 0xffffffff
0x0ba894: 0xffffffff
0x0ba898: 0xffffffff
0x0ba89c: 0xffffffff
0x0ba8a0: 0xffffffff
0x0ba8a4: 0xffffffff
0x0ba8a8: 0xffffffff
0x0ba8ac: 0xffffffff
0x0ba8b0: 0xffffffff
0x0ba8b4: 0xffffffff
0x0ba8b8: 0xffffffff
0x0ba8bc: 0xffffffff
0x0ba8c0: 0xffffffff
0x0ba8c4: 0xffffffff
0x0ba8c8: 0xffffffff
0x0ba8cc: 0xffffffff
0x0ba8d0: 0xffffffff
0x0ba8d4: 0xffffffff
0x0ba8d8: 0xffffffff
0x0ba8dc: 0xffffffff
0x0ba8e0: 0xffffffff
0x0ba8e4: 0xffffffff
0x0ba8e8: 0xffffffff
0x0ba8ec: 0xffffffff
0x0ba8f0: 0xffffffff
0x0ba8f4: 0xffffffff
0x0ba8f8: 0xffffffff
0x0ba8fc: 0xffffffff
0x0ba900: 0xffffffff
0x0ba904: 0xffffffff
0x0ba908: 0xffffffff
0x0ba90c: 0xffffffff
0x0ba910: 0xffffffff
0x0ba914: 0xffffffff
0x0ba918: 0xffffffff
0x0ba91c: 0xffffffff
0x0ba920: 0xffffffff
0x0ba924: 0xffffffff
0x0ba928: 0xffffffff
0x0ba92c: 0xffffffff
0x0ba930: 0xffffffff
0x0ba934: 0xffffffff
0x0ba938: 0xffffffff
0x0ba93c: 0xffffffff
0x0ba940: 0xffffffff
0x0ba944: 0xffffffff
0x0ba948: 0xffffffff
0x0ba94c: 0xffffffff
0x0ba950: 0xffffffff
0x0ba954: 0xffffffff
0x0ba958: 0xffffffff
0x0ba95c: 0xffffffff
0x0ba960: 0xffffffff
0x0ba964: 0xffffffff
0x0ba968: 0xffffffff
0x0ba96c: 0xffffffff
0x0ba970: 0xffffffff
0x0ba974: 0xffffffff
0x0ba978: 0xffffffff
0x0ba97c: 0xffffffff
0x0ba980: 0xffffffff
0x0ba984: 0xffffffff
0x0ba988: 0xffffffff
0x0ba98c: 0xffffffff
0x0ba990: 0xffffffff
0x0ba994: 0xffffffff
0x0ba998: 0xffffffff
0x0ba99c: 0xffffffff
0x0ba9a0: 0xffffffff
0x0ba9a4: 0xffffffff
0x0ba9a8: 0xffffffff
0x0ba9ac: 0xffffffff
0x0ba9b0: 0xffffffff
0x0ba9b4: 0xffffffff
0x0ba9b8: 0xffffffff
0x0ba9bc: 0xffffffff
0x0ba9c0: 0xffffffff
0x0ba9c4: 0xffffffff
0x0ba9c8: 0xffffffff
0x0ba9cc: 0xffffffff
0x0ba9d0: 0xffffffff
0x0ba9d4: 0xffffffff
0x0ba9d8: 0xffffffff
0x0ba9dc: 0xffffffff
0x0ba9e0: 0xffffffff
0x0ba9e4: 0xffffffff
0x0ba9e8: 0xffffffff
0x0ba9ec: 0xffffffff
0x0ba9f0: 0xffffffff
0x0ba9f4: 0xffffffff
0x0ba9f8: 0xffffffff
0x0ba9fc: 0xffffffff
0x0baa00: 0xffffffff
0x0baa04: 0xffffffff
0x0baa08: 0xffffffff
0x0baa0c: 0xffffffff
0x0baa10: 0xffffffff
0x0baa14: 0xffffffff
0x0baa18: 0xffffffff
0x0baa1c: 0xffffffff
0x0baa20: 0xffffffff
0x0baa24: 0xffffffff
0x0baa28: 0xffffffff
0x0baa2c: 0xffffffff
0x0baa30: 0xffffffff
0x0baa34: 0xffffffff
0x0baa38: 0xffffffff
0x0baa3c: 0xffffffff
0x0baa40: 0xffffffff
0x0baa44: 0xffffffff
0x0baa48: 0xffffffff
0x0baa4c: 0xffffffff
0x0baa50: 0xffffffff
0x0baa54: 0xffffffff
0x0baa58: 0xffffffff
0x0baa5c: 0xffffffff
0x0baa60: 0xffffffff
0x0baa64: 0xffffffff
0x0baa68: 0xffffffff
0x0baa6c: 0xffffffff
0x0baa70: 0xffffffff
0x0baa74: 0xffffffff
0x0baa78: 0xffffffff
0x0baa7c: 0xffffffff
0x0baa80: 0xffffffff
0x0baa84: 0xffffffff
0x0baa88: 0xffffffff
0x0baa8c: 0xffffffff
0x0baa90: 0xffffffff
0x0baa94: 0xffffffff
0x0baa98: 0xffffffff
0x0baa9c: 0xffffffff
0x0baaa0: 0xffffffff
0x0baaa4: 0xffffffff
0x0baaa8: 0xffffffff
0x0baaac: 0xffffffff
0x0baab0: 0xffffffff
0x0baab4: 0xffffffff
0x0baab8: 0xffffffff
0x0baabc: 0xffffffff
0x0baac0: 0xffffffff
0x0baac4: 0xffffffff
0x0baac8: 0xffffffff
0x0baacc: 0xffffffff
0x0baad0: 0xffffffff
0x0baad4: 0xffffffff
0x0baad8: 0xffffffff
0x0baadc: 0xffffffff
0x0baae0: 0xffffffff
0x0baae4: 0xffffffff
0x0baae8: 0xffffffff
0x0baaec: 0xffffffff
0x0baaf0: 0xffffffff
0x0baaf4: 0xffffffff
0x0baaf8: 0xffffffff
0x0baafc: 0xffffffff
0x0bab00: 0xffffffff
0x0bab04: 0xffffffff
0x0bab08: 0xffffffff
0x0bab0c: 0xffffffff
0x0bab10: 0xffffffff
0x0bab14: 0xffffffff
0x0bab18: 0xffffffff
0x0bab1c: 0xffffffff
0x0bab20: 0xffffffff
0x0bab24: 0xffffffff
0x0bab28: 0xffffffff
0x0bab2c: 0xffffffff
0x0bab30: 0xffffffff
0x0bab34: 0xffffffff
0x0bab38: 0xffffffff
0x0bab3c: 0xffffffff
0x0bab40: 0xffffffff
0x0bab44: 0xffffffff
0x0bab48: 0xffffffff
0x0bab4c: 0xffffffff
0x0bab50: 0xffffffff
0x0bab54: 0xffffffff
0x0bab58: 0xffffffff
0x0bab5c: 0xffffffff
0x0bab60: 0xffffffff
0x0bab64: 0xffffffff
0x0bab68: 0xffffffff
0x0bab6c: 0xffffffff
0x0bab70: 0xffffffff
0x0bab74: 0xffffffff
0x0bab78: 0xffffffff
0x0bab7c: 0xffffffff
0x0bab80: 0xffffffff
0x0bab84: 0xffffffff
0x0bab88: 0xffffffff
0x0bab8c: 0xffffffff
0x0bab90: 0xffffffff
0x0bab94: 0xffffffff
0x0bab98: 0xffffffff
0x0bab9c: 0xffffffff
0x0baba0: 0xffffffff
0x0baba4: 0xffffffff
0x0baba8: 0xffffffff
0x0babac: 0xffffffff
0x0babb0: 0xffffffff
0x0babb4: 0xffffffff
0x0babb8: 0xffffffff
0x0babbc: 0xffffffff
0x0babc0: 0xffffffff
0x0babc4: 0xffffffff
0x0babc8: 0xffffffff
0x0babcc: 0xffffffff
0x0babd0: 0xffffffff
0x0babd4: 0xffffffff
0x0babd8: 0xffffffff
0x0babdc: 0xffffffff
0x0babe0: 0xffffffff
0x0babe4: 0xffffffff
0x0babe8: 0xffffffff
0x0babec: 0xffffffff
0x0babf0: 0xffffffff
0x0babf4: 0xffffffff
0x0babf8: 0xffffffff
0x0babfc: 0xffffffff
0x0bac00: 0xffffffff
0x0bac04: 0xffffffff
0x0bac08: 0xffffffff
0x0bac0c: 0xffffffff
0x0bac10: 0xffffffff
0x0bac14: 0xffffffff
0x0bac18: 0xffffffff
0x0bac1c: 0xffffffff
0x0bac20: 0xffffffff
0x0bac24: 0xffffffff
0x0bac28: 0xffffffff
0x0bac2c: 0xffffffff
0x0bac30: 0xffffffff
0x0bac34: 0xffffffff
0x0bac38: 0xffffffff
0x0bac3c: 0xffffffff
0x0bac40: 0xffffffff
0x0bac44: 0xffffffff
0x0bac48: 0xffffffff
0x0bac4c: 0xffffffff
0x0bac50: 0xffffffff
0x0bac54: 0xffffffff
0x0bac58: 0xffffffff
0x0bac5c: 0xffffffff
0x0bac60: 0xffffffff
0x0bac64: 0xffffffff
0x0bac68: 0xffffffff
0x0bac6c: 0xffffffff
0x0bac70: 0xffffffff
0x0bac74: 0xffffffff
0x0bac78: 0xffffffff
0x0bac7c: 0xffffffff
0x0bac80: 0xffffffff
0x0bac84: 0xffffffff
0x0bac88: 0xffffffff
0x0bac8c: 0xffffffff
0x0bac90: 0xffffffff
0x0bac94: 0xffffffff
0x0bac98: 0xffffffff
0x0bac9c: 0xffffffff
0x0baca0: 0xffffffff
0x0baca4: 0xffffffff
0x0baca8: 0xffffffff
0x0bacac: 0xffffffff
0x0bacb0: 0xffffffff
0x0bacb4: 0xffffffff
0x0bacb8: 0xffffffff
0x0bacbc: 0xffffffff
0x0bacc0: 0xffffffff
0x0bacc4: 0xffffffff
0x0bacc8: 0xffffffff
0x0baccc: 0xffffffff
0x0bacd0: 0xffffffff
0x0bacd4: 0xffffffff
0x0bacd8: 0xffffffff
0x0bacdc: 0xffffffff
0x0bace0: 0xffffffff
0x0bace4: 0xffffffff
0x0bace8: 0xffffffff
0x0bacec: 0xffffffff
0x0bacf0: 0xffffffff
0x0bacf4: 0xffffffff
0x0bacf8: 0xffffffff
0x0bacfc: 0xffffffff
0x0bad00: 0xffffffff
0x0bad04: 0xffffffff
0x0bad08: 0xffffffff
0x0bad0c: 0xffffffff
0x0bad10: 0xffffffff
0x0bad14: 0xffffffff
0x0bad18: 0xffffffff
0x0bad1c: 0xffffffff
0x0bad20: 0xffffffff
0x0bad24: 0xffffffff
0x0bad28: 0xffffffff
0x0bad2c: 0xffffffff
0x0bad30: 0xffffffff
0x0bad34: 0xffffffff
0x0bad38: 0xffffffff
0x0bad3c: 0xffffffff
0x0bad40: 0xffffffff
0x0bad44: 0xffffffff
0x0bad48: 0xffffffff
0x0bad4c: 0xffffffff
0x0bad50: 0xffffffff
0x0bad54: 0xffffffff
